spec	outcome	pass	fail	error	pending	executed	ctl_pass	ctl_fail	blocker_class	first_blocker	hang_at	oxvimhost_pass	oxvimhost_fail
legacy/prompt_buffer_spec.lua	zero-pass	0	20	0	0	20	20	0	protocol	screen: nvim_get_color_map not implemented		0	20
legacy/put_spec.lua	zero-pass	0	2	0	0	2	2	0	protocol	screen: nvim_get_color_map not implemented		0	2
legacy/qf_title_spec.lua	zero-pass	0	1	0	0	1	1	0	protocol	API not implemented via nvim_exec2		0	1
legacy/registers_spec.lua	zero-pass	0	1	0	0	1	1	0	protocol	API not implemented via nvim_exec2		0	1
legacy/scroll_opt_spec.lua	zero-pass	0	31	0	0	31	31	0	protocol	screen: nvim_get_color_map not implemented		0	31
legacy/search_mbyte_spec.lua	zero-pass	0	1	0	0	1	1	0	editor	E492: Not an editor command: /^Test bce:/+<n>		0	1
legacy/search_spec.lua	zero-pass	0	19	0	0	19	19	0	protocol	screen: nvim_get_color_map not implemented		0	19
legacy/search_stat_spec.lua	zero-pass	0	6	0	0	6	6	0	protocol	screen: nvim_get_color_map not implemented		0	6
legacy/signs_spec.lua	zero-pass	0	2	0	0	2	2	0	editor	not implemented: sign		0	2
legacy/source_spec.lua	zero-pass	0	1	0	0	1	1	0	protocol	screen: nvim_get_color_map not implemented		0	1
legacy/statusline_spec.lua	zero-pass	0	4	0	0	4	4	0	protocol	screen: nvim_get_color_map not implemented		0	4
legacy/substitute_spec.lua	zero-pass	0	10	0	0	10	10	0	editor	E54: regular-expression engine is not installed (byte <		0	10
legacy/syn_attr_spec.lua	zero-pass	0	54	0	0	54	54	0	editor	Not implemented: hlID		0	24
legacy/tabline_spec.lua	zero-pass	0	2	0	0	2	2	0	protocol	screen: nvim_get_color_map not implemented		0	2
legacy/tagcase_spec.lua	zero-pass	0	3	0	0	3	3	0	protocol	API not implemented via nvim_exec2		0	1
legacy/utf8_spec.lua	zero-pass	0	3	0	0	3	3	0	editor	E354: line range <n>..=<n> is outside <n>..=<n>		0	3
legacy/vimscript_spec.lua	zero-pass	0	2	0	0	2	2	0	protocol	screen: nvim_get_color_map not implemented		0	2
legacy/visual_spec.lua	zero-pass	0	2	0	0	2	2	0	protocol	screen: nvim_get_color_map not implemented		0	2
legacy/window_cmd_spec.lua	zero-pass	0	9	0	0	9	9	0	protocol	screen: nvim_get_color_map not implemented		0	9
legacy/wordcount_spec.lua	zero-pass	0	1	0	0	1	1	0	protocol	API not implemented via nvim_exec2		0	1
legacy/writefile_spec.lua	zero-pass	0	1	0	0	1	1	0	editor	assert eq: values differ		0	1
lua/api_spec.lua	partial	1	15	0	0	16	16	0	editor	Not implemented: setline		0	16
lua/base64_spec.lua	partial	1	1	0	0	2	2	0	editor	assert eq: values differ		0	2
lua/buffer_updates_spec.lua	zero-pass	0	113	0	0	113	113	0	editor	unexpected line updates received.		0	113
lua/command_line_completion_spec.lua	partial	12	17	0	0	29	29	0	editor	E117: Function is not implemented: stdpath (byte <n>)") 		0	29
lua/commands_spec.lua	partial	1	19	0	0	20	20	0	protocol	API not implemented via nvim_exec2		0	20
lua/comment_spec.lua	partial	1	28	0	0	29	29	0	protocol	Lua: runtime error: Error(CallbackError { traceback: "stack traceback:\n\t[C]: in ?\n\t[C]		0	29
lua/deprecated_spec.lua	zero-pass	0	1	0	0	1	1	0	editor	E117: Function is not implemented: api_info (byte <n>)\n		0	1
lua/diagnostic_spec.lua	zero-pass	0	141	0	0	141	141	0	protocol	Lua: runtime error: Error(CallbackError { traceback: "stack traceback:\n\t[C]: in ?\n\t[C]		0	141
lua/ffi_spec.lua	zero-pass	0	1	0	0	1	1	0	protocol	API not implemented via exec_lua		0	1
lua/filetype_spec.lua	partial	1	18	0	0	19	19	0	editor	E117: Function is not implemented: getenv (byte <n>)\nst		0	19
lua/fs_spec.lua	partial	40	16	0	0	56	51	5	editor	foo.lua: Expected values to be equal.		28	28
lua/func_memoize_spec.lua	clean	6	0	0	0	6	6	0				0	6
lua/glob_spec.lua	clean	10	0	0	0	10	10	0				0	10
lua/hl_spec.lua	zero-pass	0	14	0	0	14	14	0	protocol	screen: nvim_get_color_map not implemented		0	14
lua/inspector_spec.lua	zero-pass	0	2	0	0	2	2	0	protocol	Lua: runtime error: Error(CallbackError { traceback: "stack traceback:\n\t[C]: in ?\n\t[C]		0	2
lua/iter_spec.lua	clean	38	0	0	0	38	38	0				38	0
lua/json_spec.lua	partial	14	6	0	0	20	20	0	editor	assert eq: values differ		0	20
lua/list_spec.lua	clean	3	0	0	0	3	3	0				3	0
lua/loader_spec.lua	zero-pass	0	4	0	0	4	5	0	editor	E117: Function is not implemented: stdpath (byte <n>)\ns		0	4
lua/log_spec.lua	zero-pass	0	6	0	0	6	6	0	editor	E117: Function is not implemented: stdpath (byte <n>)\ns		0	6
lua/luaeval_spec.lua	zero-pass	0	38	0	0	38	38	0	editor	Not implemented: luaeval		0	38
lua/mpack_spec.lua	partial	3	1	0	0	4	4	0	protocol	Lua: runtime error: Error(CallbackError { traceback: "stack traceback:\n\t[C]: in ?\n\t[C]		0	4
lua/net_spec.lua	zero-pass	0	2	0	9	2	2	0	protocol	API not implemented via exec_lua		0	2
lua/option_and_var_spec.lua	partial	30	52	0	1	82	82	0	protocol	API not implemented via exec_lua		1	81
lua/overrides_spec.lua	partial	1	13	0	0	14	14	0	editor	Not implemented: luaeval		0	14
lua/pos_spec.lua	partial	4	2	0	0	6	6	0	editor	E117: Function is not implemented: bufloaded (byte <n>)\		0	6
lua/range_spec.lua	partial	9	3	0	0	12	12	0	editor	E117: Function is not implemented: bufloaded (byte <n>)\		0	12
lua/secure_spec.lua	partial	1	12	0	0	13	13	0	protocol	screen: nvim_get_color_map not implemented		0	13
lua/snippet_spec.lua	zero-pass	0	35	0	0	35	35	0	protocol	API not implemented via exec_lua		0	35
lua/spell_spec.lua	zero-pass	0	2	0	0	2	2	0	editor	assert eq: values differ		0	2
lua/ssh_spec.lua	clean	3	0	0	0	3	3	0				3	0
lua/system_spec.lua	zero-pass	0	17	0	0	17	16	0	editor	assert matches: pattern mismatch		0	17
lua/text_spec.lua	clean	6	0	0	0	6	6	0				0	6
lua/thread_spec.lua	zero-pass	0	17	0	0	17	17	0	protocol	screen: nvim_get_color_map not implemented		0	17
lua/time_spec.lua	zero-pass	0	1	0	0	1	1	0	protocol	Lua: runtime error: Error(CallbackError { traceback: "stack traceback:\n\t[C]: in ?\n\t[C]		0	1
lua/ui_event_spec.lua	zero-pass	0	14	0	0	14	14	0	protocol	screen: nvim_get_color_map not implemented		0	14
lua/ui_select_spec.lua	partial	1	10	0	0	11	11	0	protocol	API not implemented via exec_lua		0	11
lua/ui_spec.lua	partial	4	9	0	0	13	12	1	editor	E121: Undefined variable: v:errmsg (byte <n>)		0	13
lua/uri_spec.lua	partial	23	2	0	1	25	25	0	editor	E117: Function is not implemented: bufadd (byte <n>)") }		0	25
lua/uv_spec.lua	zero-pass	0	7	0	0	7	7	0	editor	Not implemented: luaeval		0	7
lua/version_spec.lua	partial	222	1	0	0	223	223	0	protocol	Not implemented: api_info		221	2
lua/vim_spec.lua	hang	23	23	0	0	46	128	0	editor	Not implemented: luaeval	T47 lua stdlib vim.rpcrequest and vim.rpcnotify	3	43
lua/watch_spec.lua	zero-pass	0	4	0	2	4	4	0	protocol	Lua: runtime error: Error(CallbackError { traceback: "stack traceback:\n\t[C]: in ?\n\t[C]		0	6
lua/with_spec.lua	partial	2	68	0	12	70	70	0	protocol	Lua: runtime error: Error(CallbackError { traceback: "stack traceback:\n\t[C]: in ?\n\t[C]		0	70
lua/xdiff_spec.lua	partial	4	3	0	0	7	7	0	editor	assert matches: pattern mismatch		0	7
options/autochdir_spec.lua	zero-pass	0	3	0	0	3	3	0	editor	assert eq: values differ		0	3
options/autoread_spec.lua	zero-pass	0	9	0	0	9	9	0	editor	assert eq: values differ		0	9
options/belloff_spec.lua	zero-pass	0	1	0	0	1	1	0	protocol	screen: nvim_get_color_map not implemented		0	1
options/chars_spec.lua	zero-pass	0	13	0	0	13	13	0	protocol	screen: nvim_get_color_map not implemented		0	13
options/cursorbind_spec.lua	zero-pass	0	1	0	0	1	1	0	protocol	screen: nvim_get_color_map not implemented		0	1
options/defaults_spec.lua	partial	6	45	0	1	51	59	0	protocol	screen: nvim_get_color_map not implemented		0	51
options/keymap_spec.lua	partial	3	14	0	1	17	17	0	protocol	API not implemented via nvim_exec2		0	17
options/modified_spec.lua	clean	1	0	0	0	1	1	0				0	1
options/mousescroll_spec.lua	partial	1	9	0	0	10	10	0	editor	expected failure, but got success		0	10
options/num_options_spec.lua	zero-pass	0	4	0	0	4	4	0	editor	option `iminsert` cannot be used at Global scope		0	4
options/options_spec.lua	partial	1	18	0	0	19	19	0	editor	not implemented: options		0	19
options/shell_spec.lua	zero-pass	0	5	0	2	5	5	0	protocol	API not implemented via nvim_get_option_info2		0	5
options/shortmess_spec.lua	zero-pass	0	2	0	0	2	2	0	protocol	screen: nvim_get_color_map not implemented		0	2
options/tabstop_spec.lua	clean	1	0	0	0	1	1	0				0	1
options/winfixbuf_spec.lua	partial	2	2	0	0	4	4	0	editor	expected failure, but got success		0	4
plugin/cfilter_spec.lua	zero-pass	0	18	0	0	18	18	0	editor	not implemented: packadd		0	18
plugin/difftool_spec.lua	zero-pass	0	7	0	0	7	7	0	editor	not implemented: packadd		0	1
plugin/dir_spec.lua	zero-pass	0	33	0	0	33	37	0	editor	E484: Can't open file /tmp/lua_sNMKli space%#: Is a dire		0	33
plugin/editorconfig_spec.lua	zero-pass	0	11	0	0	11	11	0	protocol	API not implemented via nvim_get_option_info2		0	1
plugin/health_spec.lua	zero-pass	0	42	0	0	42	42	0	editor	assert eq: values differ		0	42
plugin/lsp/buf_spec.lua	zero-pass	0	39	0	0	39	39	0	editor	E117: Function is not implemented: stdpath (byte <n>)\ns		0	39
plugin/lsp/codelens_spec.lua	zero-pass	0	7	0	0	7	7	0	editor	E117: Function is not implemented: stdpath (byte <n>)\ns		0	1
plugin/lsp/completion_spec.lua	zero-pass	0	51	0	0	51	48	3	editor	E54: regular-expression engine is not installed (byte <		0	51
plugin/lsp/diagnostic_spec.lua	zero-pass	0	19	0	0	19	19	0	editor	E117: Function is not implemented: stdpath (byte <n>)\ns		0	19
plugin/lsp/document_color_spec.lua	zero-pass	0	8	0	0	8	8	0	protocol	screen: nvim_get_color_map not implemented		0	1
plugin/lsp/folding_range_spec.lua	zero-pass	0	12	0	0	12	12	0	editor	E117: Function is not implemented: stdpath (byte <n>)\ns		0	12
plugin/lsp/incremental_sync_spec.lua	zero-pass	0	22	0	0	22	22	0	editor	assert eq: values differ		0	22
plugin/lsp/inlay_hint_spec.lua	zero-pass	0	9	0	0	9	9	0	protocol	screen: nvim_get_color_map not implemented		0	1
plugin/lsp/inline_completion_spec.lua	zero-pass	0	6	0	0	6	6	0	protocol	screen: nvim_get_color_map not implemented		0	1
plugin/lsp/linked_editing_range_spec.lua	zero-pass	0	1	0	0	1	1	0	editor	E117: Function is not implemented: stdpath (byte <n>)\ns		0	1
plugin/lsp/on_type_formatting_spec.lua	zero-pass	0	4	0	0	4	4	0	editor	E117: Function is not implemented: stdpath (byte <n>)\ns		0	1
plugin/lsp/selection_range_spec.lua	zero-pass	0	1	0	0	1	1	0	protocol	screen: nvim_get_color_map not implemented		0	1
plugin/lsp/semantic_tokens_spec.lua	zero-pass	0	25	0	0	25	25	0	editor	E117: Function is not implemented: stdpath (byte <n>)\ns		0	1
plugin/lsp/snippet_spec.lua	zero-pass	0	8	0	0	8	8	0	protocol	Lua: runtime error: Error(CallbackError { traceback: "stack traceback:\n\t[C]: in ?\n\t[C]		0	1
plugin/lsp/util_spec.lua	zero-pass	0	65	0	0	65	65	0	editor	E117: Function is not implemented: bufadd (byte <n>)\nst		0	65
plugin/lsp_spec.lua	hang	0	122	1	1	123	138	1	editor	E117: Function is not implemented: stdpath (byte <n>)\ns	T246 LSP vim.lsp.config() and vim.lsp.enable() in first FileType event (on startup): oxvim: Ex command failed: Vim(lua):	0	134
plugin/man_spec.lua	zero-pass	0	14	0	0	14	14	0	protocol	screen: nvim_get_color_map not implemented		0	1
plugin/matchparen_spec.lua	zero-pass	0	1	0	0	1	1	0	protocol	screen: nvim_get_color_map not implemented		0	1
plugin/msgpack_spec.lua	zero-pass	0	41	0	0	41	41	0	editor	Not implemented: msgpack#equal		0	41
plugin/optwin_spec.lua	zero-pass	0	2	0	0	2	1	1	editor	not implemented: options		0	2
plugin/pack_spec.lua	zero-pass	0	0	1	0	1	64	1	editor	Not implemented: mkdir		0	1
plugin/shada_spec.lua	zero-pass	0	10	1	0	11	41	0	editor	E126: Missing :endfunction		0	11
plugin/spellfile_spec.lua	zero-pass	0	4	0	0	4	4	0	protocol	API not implemented via nvim_exec2		0	4
plugin/tohtml_spec.lua	zero-pass	0	18	0	0	18	18	0	editor	not implemented: packadd		0	18
plugin/tutor_spec.lua	zero-pass	0	4	0	0	4	4	0	editor	E492: Not an editor command: Tutor		0	4
plugin/undotree_spec.lua	zero-pass	0	4	0	0	4	4	0	protocol	API not implemented via nvim_exec2		0	4
plugin/vim_syntax_spec.lua	zero-pass	0	1	0	0	1	0	1	protocol	API not implemented via nvim_exec2		0	1
plugin/zip_spec.lua	partial	2	25	0	0	27	28	0	editor	assert eq: values differ		0	27
provider/clipboard_spec.lua	zero-pass	0	46	0	0	46	46	0	protocol	screen: nvim_get_color_map not implemented		0	46
provider/define_spec.lua	zero-pass	0	60	0	0	60	60	0	editor	attempt to concatenate a nil value		0	60
provider/nodejs_spec.lua	zero-pass	0	0	1	0	1	0	0	editor	Not implemented: provider#node#Detect		0	1
provider/perl_spec.lua	zero-pass	0	0	1	0	1	0	0	protocol	Lua: runtime error: Error(CallbackError { traceback: "stack traceback:\n\t[C]: in ?\n\t[C]		0	1
provider/provider_spec.lua	zero-pass	0	2	0	0	2	2	0	editor	expected failure, but got success		0	2
provider/python3_spec.lua	zero-pass	0	0	1	0	1	2	0	editor	E117: Function is not implemented: expand (byte <n>)") }		0	1
provider/ruby_spec.lua	zero-pass	0	1	0	1	1	1	0	editor	assert matches: pattern mismatch		0	1
script/clint_spec.lua	zero-pass	0	1	0	0	1	1	0	editor	assert eq: values differ		0	1
script/luacats_grammar_spec.lua	clean	92	0	0	0	92	92	0				0	1
script/luacats_parser_spec.lua	clean	9	0	0	0	9	9	0				0	1
script/text_utils_spec.lua	zero-pass	0	3	0	0	3	3	0	protocol	Lua: runtime error: Error(CallbackError { traceback: "stack traceback:\n\t[C]: in ?\n\t[C]		0	3
shada/buffers_spec.lua	zero-pass	0	10	0	0	10	10	0	protocol	API not implemented via nvim_set_var		0	10
shada/compatibility_spec.lua	zero-pass	0	16	0	0	16	16	0	protocol	API not implemented via nvim_set_var		0	16
shada/errors_spec.lua	zero-pass	0	97	0	0	97	97	0	protocol	API not implemented via nvim_set_var		0	97
shada/history_spec.lua	zero-pass	0	23	0	0	23	23	0	protocol	API not implemented via nvim_set_var		0	23
shada/marks_spec.lua	zero-pass	0	20	0	0	20	20	0	protocol	API not implemented via nvim_set_var		0	20
shada/merging_spec.lua	zero-pass	0	67	0	0	67	67	0	protocol	API not implemented via nvim_set_var		0	67
shada/registers_spec.lua	zero-pass	0	14	0	0	14	14	0	protocol	API not implemented via nvim_set_var		0	14
shada/shada_spec.lua	partial	1	20	0	0	21	21	0	protocol	API not implemented via nvim_set_var		1	20
shada/variables_spec.lua	zero-pass	0	21	0	0	21	21	0	protocol	API not implemented via nvim_set_var		0	21
terminal/altscreen_spec.lua	zero-pass	0	7	0	0	7	7	0	protocol	screen: nvim_get_color_map not implemented		0	7
terminal/api_spec.lua	zero-pass	0	1	0	0	1	1	0	protocol	screen: nvim_get_color_map not implemented		0	1
terminal/buffer_spec.lua	partial	2	88	0	0	90	90	0	protocol	screen: nvim_get_color_map not implemented		0	90
terminal/channel_spec.lua	zero-pass	0	22	0	0	22	22	0	protocol	screen: nvim_get_color_map not implemented		0	22
terminal/clipboard_spec.lua	zero-pass	0	2	0	0	2	2	0	editor	E121: Undefined variable: g:clipboard (byte <n>)		0	2
terminal/cursor_spec.lua	zero-pass	0	39	0	0	39	39	0	protocol	screen: nvim_get_color_map not implemented		0	39
terminal/edit_spec.lua	zero-pass	0	2	0	0	2	2	0	protocol	API not implemented via nvim_set_var		0	2
terminal/ex_terminal_spec.lua	zero-pass	0	30	0	0	30	30	0	protocol	screen: nvim_get_color_map not implemented		0	30
terminal/highlight_spec.lua	zero-pass	0	21	0	0	21	21	0	protocol	screen: nvim_get_color_map not implemented		0	21
terminal/mouse_spec.lua	zero-pass	0	17	0	0	17	17	0	protocol	screen: nvim_get_color_map not implemented		0	17
terminal/parser_spec.lua	partial	3	3	0	0	6	6	0	editor	Key not found: term_title		0	6
terminal/scrollback_spec.lua	partial	2	91	0	0	93	93	0	protocol	screen: nvim_get_color_map not implemented		0	93
terminal/synchronized_output_spec.lua	zero-pass	0	7	0	0	7	7	0	protocol	screen: nvim_get_color_map not implemented		0	7
terminal/tui_spec.lua	hang	0	48	0	1	48	163	0	protocol	screen: nvim_get_color_map not implemented		0	153
terminal/window_spec.lua	zero-pass	0	16	0	0	16	16	0	editor	E474: option `wrap` cannot be used at Global scope		0	16
terminal/window_split_tab_spec.lua	zero-pass	0	6	0	0	6	5	1	protocol	screen: nvim_get_color_map not implemented		0	6
treesitter/fold_spec.lua	zero-pass	0	16	0	0	16	16	0	protocol	Lua: runtime error: Error(CallbackError { traceback: "stack traceback:\n\t[C]: in ?\n\t[C]		0	16
treesitter/highlight_spec.lua	zero-pass	0	31	0	0	31	32	0	protocol	screen: nvim_get_color_map not implemented		0	32
treesitter/inspect_tree_spec.lua	zero-pass	0	8	0	0	8	8	0	editor	<f> Parser could not be created for buffer <n> and language "lua": ...ns/B<n>/root/runtime		0	8
treesitter/language_spec.lua	partial	1	7	0	0	8	8	0	editor	assert matches: pattern mismatch		0	8
treesitter/node_spec.lua	zero-pass	0	14	0	0	14	14	0	editor	<f> Parser could not be created for buffer <n> and language "lua": ...ns/B<n>/root/runtime		0	14
treesitter/parser_spec.lua	zero-pass	0	53	0	0	53	53	0	editor	<f> attempt to index field 'parser' (a nil value)		0	53
treesitter/query_spec.lua	zero-pass	0	23	0	0	23	23	0	editor	<f> attempt to index a nil value		0	23
treesitter/select_spec.lua	zero-pass	0	13	0	0	13	13	0	editor	E117: Function is not implemented: getpos (byte <n>)\nst		0	13
treesitter/util_spec.lua	partial	1	1	0	0	2	2	0	editor	<f> attempt to index local 'parser' (a nil value)		0	2
treesitter/wasm_spec.lua	no-tests	0	0	0	1	0	0	0				0	1
ui/bufhl_spec.lua	zero-pass	0	22	0	1	22	22	0	protocol	screen: nvim_get_color_map not implemented		0	22
ui/cmdline2_spec.lua	zero-pass	0	14	0	0	14	15	0	protocol	screen: nvim_get_color_map not implemented		0	14
ui/cmdline_highlight_spec.lua	zero-pass	0	28	0	0	28	28	0	protocol	screen: nvim_get_color_map not implemented		0	28
ui/cmdline_spec.lua	zero-pass	0	72	0	0	72	72	0	protocol	screen: nvim_get_color_map not implemented		0	72
ui/cursor_spec.lua	zero-pass	0	5	0	0	5	5	0	protocol	screen: nvim_get_color_map not implemented		0	5
ui/decorations_spec.lua	zero-pass	0	192	0	1	192	192	0	protocol	screen: nvim_get_color_map not implemented		0	192
ui/diff_spec.lua	zero-pass	0	38	4	0	42	49	0	editor	not implemented: diffthis		0	40
ui/embed_spec.lua	zero-pass	0	9	0	0	9	12	0	protocol	screen: nvim_get_color_map not implemented		0	10
ui/float_spec.lua	partial	9	371	0	2	380	377	3	editor	Not implemented: win_getid		0	267
ui/fold_spec.lua	zero-pass	0	50	0	0	50	50	0	protocol	screen: nvim_get_color_map not implemented		0	50
ui/highlight_spec.lua	zero-pass	0	84	0	0	84	84	0	editor	assert eq: values differ		0	84
ui/hlstate_spec.lua	zero-pass	0	8	0	0	8	8	0	protocol	screen: nvim_get_color_map not implemented		0	8
ui/img_spec.lua	partial	3	2	0	0	5	5	0	protocol	Lua: runtime error: Error(CallbackError { traceback: "stack traceback:\n\t[C]: in ?\n\t[C]		0	5
ui/inccommand_spec.lua	partial	4	104	0	0	108	108	0	editor	retry() attempts: <n>		0	108
ui/inccommand_user_spec.lua	zero-pass	0	18	0	0	18	18	0	protocol	screen: nvim_get_color_map not implemented		0	18
ui/input_spec.lua	partial	4	22	0	0	26	26	0	editor	not implemented: rpcnotify		0	26
ui/linematch_spec.lua	zero-pass	0	35	0	0	35	35	0	editor	not implemented: windo		0	35
ui/messages2_spec.lua	zero-pass	0	31	0	0	31	30	1	protocol	screen: nvim_get_color_map not implemented		0	31
ui/messages_spec.lua	zero-pass	0	86	0	1	86	85	1	protocol	screen: nvim_get_color_map not implemented		0	86
ui/mode_spec.lua	zero-pass	0	8	0	0	8	8	0	protocol	screen: nvim_get_color_map not implemented		0	8
ui/mouse_spec.lua	zero-pass	0	198	0	0	198	198	0	protocol	screen: nvim_get_color_map not implemented		0	198
ui/multibyte_spec.lua	zero-pass	0	21	0	0	21	21	0	protocol	screen: nvim_get_color_map not implemented		0	21
ui/multigrid_spec.lua	zero-pass	0	39	0	0	39	39	0	protocol	screen: nvim_get_color_map not implemented		0	39
ui/options_spec.lua	zero-pass	0	9	0	0	9	9	0	protocol	screen: nvim_get_color_map not implemented		0	9
ui/output_spec.lua	zero-pass	0	8	0	0	8	8	0	protocol	screen: nvim_get_color_map not implemented		0	1
ui/popupmenu_spec.lua	zero-pass	0	201	0	0	201	201	0	protocol	screen: nvim_get_color_map not implemented		0	201
ui/preview_spec.lua	zero-pass	0	12	0	0	12	12	0	protocol	screen: nvim_get_color_map not implemented		0	12
ui/quickfix_spec.lua	zero-pass	0	5	0	0	5	5	0	protocol	screen: nvim_get_color_map not implemented		0	5
ui/screen_basic_spec.lua	zero-pass	0	60	0	0	60	60	0	protocol	screen: nvim_get_color_map not implemented		0	60
ui/scrollbind_spec.lua	zero-pass	0	4	0	0	4	4	0	protocol	screen: nvim_get_color_map not implemented		0	4
ui/searchhl_spec.lua	zero-pass	0	17	0	0	17	17	0	protocol	screen: nvim_get_color_map not implemented		0	17
ui/sign_spec.lua	zero-pass	0	22	0	0	22	22	0	protocol	screen: nvim_get_color_map not implemented		0	22
ui/spell_spec.lua	zero-pass	0	10	0	0	10	10	0	protocol	screen: nvim_get_color_map not implemented		0	10
ui/statuscolumn_spec.lua	zero-pass	0	34	0	0	34	34	0	protocol	screen: nvim_get_color_map not implemented		0	34
ui/statusline_spec.lua	zero-pass	0	74	0	0	74	74	0	protocol	screen: nvim_get_color_map not implemented		0	74
ui/syntax_conceal_spec.lua	zero-pass	0	31	0	0	31	31	0	protocol	screen: nvim_get_color_map not implemented		0	31
ui/tabline_spec.lua	zero-pass	0	8	0	0	8	8	0	protocol	screen: nvim_get_color_map not implemented		0	8
ui/title_spec.lua	zero-pass	0	15	0	0	15	15	0	protocol	screen: nvim_get_color_map not implemented		0	15
ui/wildmode_spec.lua	zero-pass	0	23	0	0	23	23	0	protocol	screen: nvim_get_color_map not implemented		0	23
ui/winbar_spec.lua	zero-pass	0	23	0	0	23	24	0	protocol	screen: nvim_get_color_map not implemented		0	23
vimscript/api_functions_spec.lua	zero-pass	0	10	0	0	10	9	1	editor	E117: Unknown function: nvim_command		0	10
vimscript/buf_functions_spec.lua	zero-pass	0	31	0	0	31	31	0	editor	expected failure, but got success		0	31
vimscript/changedtick_spec.lua	zero-pass	0	10	0	0	10	10	0	editor	Key not found: changedtick		0	10
vimscript/container_functions_spec.lua	zero-pass	0	1	0	0	1	1	0	protocol	API not implemented via nvim_set_var		0	1
vimscript/environ_spec.lua	partial	2	5	0	0	7	7	0	editor	Not implemented: environ		1	6
vimscript/errorlist_spec.lua	zero-pass	0	9	0	0	9	9	0	editor	assert eq: values differ		0	9
vimscript/eval_spec.lua	partial	1	8	0	1	9	9	0	editor	assert eq: values differ		0	8
vimscript/executable_spec.lua	partial	4	1	1	3	6	8	0	editor	expected failure, but got success		0	6
vimscript/execute_spec.lua	zero-pass	0	17	0	0	17	17	0	editor	E121: Undefined variable: g:__redir_output (byte <n>)		0	17
vimscript/exepath_spec.lua	partial	2	1	0	1	3	3	0	editor	expected failure, but got success		0	3
vimscript/fnamemodify_spec.lua	partial	9	4	0	0	13	13	0	editor	assert eq: values differ		0	1
vimscript/functions_spec.lua	zero-pass	0	1	0	0	1	1	0	editor	Not implemented: windowsversion		0	1
vimscript/getchar_spec.lua	zero-pass	0	1	0	0	1	1	0	protocol	screen: nvim_get_color_map not implemented		0	1
vimscript/getline_spec.lua	zero-pass	0	4	0	0	4	4	0	editor	Not implemented: setline		0	4
vimscript/glob_spec.lua	zero-pass	0	5	0	0	5	5	0	editor	Not implemented: glob		0	5
vimscript/has_spec.lua	partial	2	6	0	0	8	8	0	editor	assert eq: values differ		0	8
vimscript/hostname_spec.lua	zero-pass	0	1	0	0	1	1	0	editor	Not implemented: system		0	1
vimscript/input_spec.lua	zero-pass	0	26	0	0	26	26	0	protocol	screen: nvim_get_color_map not implemented		0	26
vimscript/json_functions_spec.lua	partial	4	38	1	0	43	77	0	protocol	API not implemented via nvim_exec2		0	2
vimscript/lang_spec.lua	no-tests	0	0	0	2	0	0	0				0	0
vimscript/let_spec.lua	partial	1	10	0	0	11	11	0	protocol	API not implemented via nvim_set_var		0	11
vimscript/map_functions_spec.lua	zero-pass	0	16	0	0	16	16	0	editor	Not implemented: maparg		0	16
vimscript/match_functions_spec.lua	zero-pass	0	7	0	0	7	7	0	editor	Not implemented: setmatches		0	7
vimscript/minmax_functions_spec.lua	partial	6	4	0	0	10	10	0	editor	assert eq: values differ		0	10
vimscript/modeline_spec.lua	clean	1	0	0	0	1	1	0				0	1
vimscript/msgpack_functions_spec.lua	zero-pass	0	71	0	0	71	71	0	protocol	API not implemented via nvim_set_var		0	71
vimscript/null_spec.lua	partial	4	86	0	0	90	90	0	protocol	API not implemented via nvim_set_var		0	90
vimscript/operators_spec.lua	clean	3	0	0	0	3	3	0				0	3
vimscript/printf_spec.lua	partial	9	5	0	0	14	14	0	editor	assert eq: values differ		0	14
vimscript/reltime_spec.lua	zero-pass	0	2	0	0	2	2	0	editor	Not implemented: reltime		0	2
vimscript/screenchar_spec.lua	zero-pass	0	2	2	0	4	10	0	protocol	screen: nvim_get_color_map not implemented		0	4
vimscript/screenpos_spec.lua	zero-pass	0	2	0	0	2	2	0	editor	Invalid 'config.focusable': expected Boolean		0	2
vimscript/screenrowcol_spec.lua	no-tests	0	0	0	6	0	0	0				0	0
vimscript/setpos_spec.lua	zero-pass	0	5	0	0	5	5	0	editor	Not implemented: setpos		0	5
vimscript/sort_spec.lua	zero-pass	0	4	0	0	4	4	0	editor	expected failure, but got success		0	4
vimscript/special_vars_spec.lua	partial	7	9	0	0	16	16	0	editor	E126: Missing :endfunction		0	16
vimscript/state_spec.lua	zero-pass	0	1	0	0	1	1	0	protocol	nvim_ui_attach expects (Integer, Integer, Dict)		0	1
vimscript/string_spec.lua	partial	20	5	1	0	26	35	0	protocol	API not implemented via nvim_exec2		0	26
vimscript/system_spec.lua	partial	1	41	0	2	42	41	0	editor	assert eq: values differ		0	44
vimscript/timer_spec.lua	zero-pass	0	18	0	0	18	18	0	protocol	API not implemented via nvim_exec2		0	18
vimscript/uniq_spec.lua	zero-pass	0	2	0	0	2	2	0	editor	expected failure, but got success		0	2
vimscript/vvars_spec.lua	partial	2	1	0	0	3	5	0	editor	E121: Undefined variable: v:event (byte <n>)		2	1
vimscript/wait_spec.lua	zero-pass	0	7	0	0	7	7	0	protocol	API not implemented via nvim_set_var		0	7
vimscript/writefile_spec.lua	partial	2	12	0	0	14	14	0	editor	Not implemented: writefile		0	14
